;duration;gross;budget;imdb_score;movie_facebook_likes;color;content_rating;country;language
2050;90.0;161487252.0;20000000;6.1;0;BlackandWhite;PG-13;USA;English
2051;127.0;290158751.0;18000000;8.8;17000;Color;PG;USA;English
2052;119.0;65807024.0;19000000;6.8;0;Color;R;USA;English
2053;85.0;86930411.0;23000000;6.8;0;Color;PG-13;USA;English
2054;98.0;53302314.0;23000000;6.7;0;Color;R;USA;English
2055;101.0;40962534.0;12500000;7.1;22000;Color;R;USA;English
2056;112.0;39235088.0;23000000;7.1;5000;Color;R;USA;English
2057;97.0;27338033.0;23000000;6.1;0;Color;PG-13;USA;English
2058;126.0;25556065.0;23000000;8.0;148000;Color;R;USA;English
2059;106.0;15785632.0;23000000;7.5;15000;Color;PG-13;UK;English
2060;97.0;21973182.0;23000000;6.6;0;Color;R;USA;English
2061;100.0;4756.0;25000000;5.4;0;Color;PG;UK;English
2062;114.0;18653615.0;23000000;6.1;638;Color;PG-13;USA;English
2063;101.0;12189514.0;23000000;6.1;0;Color;PG-13;USA;English
2064;88.0;13019253.0;23000000;5.6;153;Color;PG-13;USA;English
2065;93.0;18934858.0;23000000;5.8;0;Color;R;Ireland;English
2066;92.0;20763013.0;23000000;2.8;0;Color;PG-13;USA;English
2067;98.0;12782508.0;23000000;6.7;1000;Color;PG-13;USA;English
2068;94.0;11508423.0;23000000;5.1;376;Color;PG;USA;English
2069;102.0;10660147.0;23000000;7.2;0;Color;R;UK;English
2070;98.0;7434726.0;23000000;6.0;0;Color;R;USA;English
2072;111.0;6109075.0;19430000;6.7;0;Color;PG-13;France;French
2074;100.0;2708188.0;23000000;6.2;0;Color;R;UK;English
2076;141.0;16123851.0;23000000;6.2;767;Color;PG-13;USA;English
2078;114.0;71975611.0;25000000;6.8;11000;Color;PG-13;USA;English
2079;96.0;38119483.0;22700000;7.1;13000;Color;PG;USA;English
2080;111.0;4190530.0;22500000;7.1;18000;Color;R;Australia;English
2081;127.0;217631306.0;22000000;7.0;0;Color;PG-13;USA;English
2082;107.0;176483808.0;23000000;7.1;0;Color;R;USA;English
2083;97.0;144833357.0;22000000;6.4;0;Color;PG;USA;English
2084;127.0;75597042.0;20000000;7.0;0;Color;G;USA;English
2085;110.0;90636983.0;22000000;6.2;0;Color;PG;USA;English
2086;135.0;70960517.0;35000000;7.5;0;Color;PG-13;USA;English
2087;84.0;55762229.0;22000000;4.8;1000;Color;PG-13;USA;English
2089;122.0;54235441.0;22000000;7.3;55000;Color;PG;USA;English
2090;114.0;50728000.0;22000000;5.8;0;Color;PG-13;USA;English
2091;132.0;40270895.0;22000000;7.6;15000;Color;PG-13;USA;English
2092;170.0;59696176.0;22000000;5.6;15000;Color;PG-13;USA;English
2093;133.0;51483949.0;22000000;7.0;0;Color;R;UK;English
2094;112.0;36020063.0;22000000;6.6;0;Color;R;USA;English
2095;108.0;33313582.0;21000000;6.5;0;Color;R;USA;English
2096;115.0;25842000.0;22000000;7.4;2000;Color;PG;UK;English
2097;83.0;22264487.0;22000000;4.6;887;Color;R;USA;English
2098;105.0;30659817.0;26000000;6.4;0;Color;PG-13;USA;English
2099;110.0;5773519.0;40000000;6.0;11000;Color;PG-13;USA;English
2101;96.0;19351569.0;22000000;5.9;739;Color;PG-13;USA;English
2102;94.0;49002815.0;22000000;6.4;0;Color;PG;USA;English
2103;142.0;19283782.0;22000000;6.6;0;Color;R;USA;English
2104;104.0;30059386.0;22000000;6.9;0;Color;R;USA;English
2105;136.0;35799026.0;126000000;6.9;0;Color;PG-13;USA;English
2106;106.0;17951431.0;30000000;5.8;804;Color;PG-13;USA;English
2107;106.0;29997095.0;22000000;6.4;23000;Color;PG-13;UK;English
2108;98.0;14252830.0;22000000;5.3;0;Color;PG-13;Canada;English
2109;100.0;19783777.0;22000000;6.5;15000;Color;R;USA;English
2110;95.0;13555988.0;22000000;5.7;0;Color;PG;Germany;English
2111;107.0;12784713.0;22000000;6.7;0;Color;R;USA;English
2112;104.0;10696210.0;23500000;3.9;716;Color;PG-13;USA;English
2113;104.0;5974653.0;22000000;4.1;158;Color;PG-13;USA;English
2114;143.0;5000000.0;25000000;6.2;104;Color;G;USA;English
2115;77.0;9694105.0;22000000;3.8;272;Color;PG;USA;English
2116;96.0;16027866.0;25000000;5.1;0;Color;PG-13;France;English
2118;145.0;4398392.0;21000000;7.8;0;Color;R;Netherlands;Dutch
2119;116.0;1050445.0;22000000;7.8;11000;Color;PG-13;France;French
2120;100.0;13746550.0;2000000;6.1;0;Color;R;USA;English
2121;104.0;20668843.0;22000000;5.8;687;Color;PG-13;USA;English
2122;92.0;2963012.0;22000000;6.3;11000;Color;R;UK;English
2124;105.0;1796024.0;22000000;5.4;0;Color;R;USA;English
2125;120.0;634277.0;16000000;7.3;815;Color;PG-13;France;French
2126;116.0;11326836.0;22000000;6.8;17000;Color;R;USA;English
2127;119.0;49024969.0;25000000;7.3;0;Color;R;USA;English
2128;101.0;22294341.0;21500000;6.5;758;Color;PG-13;USA;English
2129;117.0;24362501.0;21500000;7.2;0;Color;R;USA;English
2131;112.0;16684352.0;17000000;6.3;18000;Color;R;USA;English
2132;136.0;46700000.0;21000000;5.9;0;Color;PG;USA;English
2133;81.0;52008288.0;21000000;7.8;0;Color;R;USA;English
2134;87.0;8579684.0;9000000;7.4;0;Color;R;USA;English
2135;96.0;42660000.0;17000000;4.8;1000;Color;PG;USA;English
2136;106.0;40219708.0;21000000;6.3;0;Color;PG-13;USA;English
2137;122.0;132088910.0;21000000;7.8;117000;Color;R;USA;English
2138;123.0;36581633.0;21000000;7.5;10000;Color;PG-13;Germany;English
2140;92.0;25296447.0;21000000;6.8;0;Color;PG-13;France;English
2141;110.0;24848292.0;20000000;6.6;0;Color;PG-13;USA;English
2142;104.0;17757087.0;21000000;4.6;897;BlackandWhite;R;USA;English
2144;98.0;9430988.0;17000000;7.1;7000;Color;R;USA;English
2145;120.0;16284360.0;21000000;6.1;1000;Color;PG-13;USA;English
2146;112.0;6830957.0;21000000;6.7;365;Color;PG-13;USA;English
2147;127.0;24104113.0;20000000;7.1;24000;Color;R;France;English
2148;102.0;15593.0;21000000;5.8;284;Color;PG-13;USA;English
2149;91.0;958319.0;21000000;6.7;17000;Color;PG-13;USA;English
2150;114.0;69700000.0;35000000;5.8;0;Color;R;USA;English
2151;115.0;2840417.0;31000000;6.8;6000;Color;R;Canada;English
2152;115.0;242374454.0;18000000;8.5;16000;Color;PG;USA;English
2153;120.0;173585516.0;18000000;6.6;0;Color;PG;USA;English
2154;135.0;128300000.0;19400870;7.7;0;Color;PG;USA;English
2155;90.0;20259297.0;20000000;4.7;0;Color;PG-13;USA;English
2156;100.0;153665036.0;28000000;6.4;0;Color;R;USA;English
2157;105.0;132541238.0;33000000;5.5;800;Color;PG-13;USA;English
2158;138.0;130727000.0;19000000;8.6;40000;Color;R;USA;English
2159;94.0;121697350.0;20000000;7.0;0;Color;PG-13;USA;English
2160;101.0;117224271.0;20000000;7.1;0;Color;R;USA;English
2161;131.0;102922376.0;20000000;5.7;0;Color;PG;USA;English
2162;91.0;94497271.0;20000000;3.7;0;Color;PG;USA;English
2163;112.0;137387272.0;20000000;7.5;131000;Color;R;USA;English
2164;95.0;82301521.0;32000000;4.6;773;Color;PG;USA;English
2165;100.0;84518155.0;20000000;4.9;11000;Color;R;USA;English
2166;105.0;80050171.0;20000000;6.9;0;Color;PG-13;USA;English
2167;108.0;81257845.0;35000000;7.1;0;Color;PG-13;USA;English
2168;101.0;70360285.0;18000000;5.8;0;Color;PG-13;USA;English
2169;114.0;12831121.0;30000000;7.0;0;Color;PG-13;USA;English
2170;109.0;69148997.0;37000000;5.4;0;Color;PG-13;USA;English
2171;115.0;82624961.0;20000000;7.3;22000;Color;R;USA;English
2172;117.0;67325559.0;20000000;7.1;0;BlackandWhite;PG;USA;English
2173;107.0;62933793.0;20000000;5.8;10000;Color;PG;USA;English
2174;134.0;56667870.0;20000000;8.1;83000;Color;R;USA;English
2175;118.0;56398162.0;20000000;5.7;2000;Color;PG-13;USA;English
2176;121.0;60072596.0;20000000;4.4;0;Color;PG-13;USA;English
2177;105.0;56362352.0;20000000;7.9;16000;Color;PG-13;USA;English
2178;110.0;56154094.0;20000000;7.6;51000;Color;PG-13;UK;English
2179;114.0;65623128.0;20000000;4.8;0;Color;PG-13;USA;English
2182;85.0;48546578.0;20000000;2.7;806;Color;PG-13;USA;English
2183;72.0;48423368.0;20000000;5.8;302;Color;G;USA;English
2184;128.0;52066000.0;20000000;7.5;22000;Color;PG-13;UK;English
2185;72.0;47887943.0;20000000;5.4;227;Color;G;USA;English
2186;89.0;46363118.0;20000000;4.1;1000;Color;PG-13;USA;English
2187;96.0;47852604.0;20000000;5.9;0;Color;PG-13;USA;English
2188;77.0;45542421.0;30000000;6.3;347;Color;G;USA;English
2190;111.0;42652003.0;20000000;6.8;33000;Color;PG;USA;English
2192;93.0;39737645.0;20000000;2.3;0;Color;PG-13;USA;English
2193;129.0;37567440.0;20000000;6.9;0;Color;R;USA;English
2194;128.0;44988180.0;20000000;8.1;80000;Color;R;USA;English
2195;110.0;39263506.0;22000000;6.1;0;Color;PG-13;USA;English
2196;137.0;39143839.0;20000000;5.0;930;Color;PG-13;USA;English
2197;124.0;37672350.0;20000000;5.5;0;Color;R;USA;English
2198;93.0;38037513.0;20000000;6.2;0;Color;PG;USA;English
2199;115.0;37442180.0;20000000;6.2;0;Color;PG-13;USA;English
2201;105.0;35596227.0;20000000;6.3;10000;Color;R;USA;English
2202;127.0;35422828.0;20000000;6.7;0;Color;PG;USA;English
2203;82.0;36658108.0;20000000;3.5;16000;Color;PG-13;USA;English
2204;143.0;34300771.0;25000000;7.5;0;Color;R;France;English
2205;103.0;34290142.0;19800000;6.6;14000;Color;R;USA;English
2206;104.0;33422556.0;20000000;7.5;0;Color;PG-13;USA;English
2207;98.0;32774834.0;30000000;7.2;0;Color;R;USA;English
2208;92.0;34334256.0;11000000;4.8;16000;Color;R;USA;English
2209;123.0;32051917.0;20000000;6.6;0;Color;R;USA;English
2210;88.0;32014289.0;20000000;3.5;13000;Color;PG-13;USA;English
2212;128.0;31838002.0;20000000;7.6;10000;Color;R;USA;English
2213;107.0;36874745.0;20000000;6.3;21000;Color;PG-13;USA;English
2214;91.0;30079316.0;35000000;5.5;0;Color;R;USA;English
2215;90.0;35033759.0;19000000;6.3;21000;Color;R;USA;English
2216;115.0;29753944.0;20000000;6.5;0;Color;R;USA;English
2218;113.0;31146570.0;20000000;6.9;0;Color;R;USA;English
2219;113.0;27277055.0;20000000;7.6;10000;Color;R;UK;English
2220;87.0;26876529.0;27000000;3.9;0;Color;PG-13;Japan;English
2221;101.0;53146000.0;20000000;6.1;613;Color;R;USA;English
2222;111.0;30028592.0;20000000;7.3;0;Color;R;UK;English
2223;108.0;34126138.0;20000000;8.3;52000;Color;R;USA;English
2224;105.0;25677801.0;20000000;5.8;0;Color;PG;USA;English
2225;109.0;26415649.0;20000000;6.8;0;Color;R;USA;English
2226;109.0;26003149.0;20000000;7.0;49000;Color;R;UK;English
2227;99.0;25584685.0;20000000;5.9;590;Color;PG;USA;English
2228;98.0;29975979.0;20000000;6.5;0;Color;R;Australia;English
2229;104.0;31584722.0;20000000;6.4;0;Color;R;USA;English
2230;109.0;23179303.0;20000000;5.8;6000;Color;PG;Hungary;English
2231;75.0;23078294.0;9000000;5.1;0;Color;PG-13;USA;English
2232;119.0;21413105.0;20000000;6.8;0;Color;PG-13;Australia;English
2233;90.0;25077977.0;20000000;5.3;0;Color;PG;USA;English
2234;97.0;23292105.0;20000000;5.3;3000;Color;PG-13;USA;English
2236;89.0;20916309.0;40000000;4.9;431;Color;PG;USA;English
2237;106.0;21200000.0;20000000;6.8;1000;Color;R;USA;English
2240;104.0;20241395.0;20000000;6.1;0;Color;R;USA;English
2242;108.0;32000000.0;806947;8.5;18000;BlackandWhite;R;USA;English
2243;112.0;19151864.0;40000000;5.9;0;Color;R;USA;English
2244;104.0;23393765.0;20000000;6.3;0;Color;PG-13;USA;English
2245;113.0;18882880.0;20000000;5.9;681;Color;R;USA;English
2246;98.0;8500000.0;20000000;5.4;501;Color;PG;USA;English
2248;114.0;18252684.0;30000000;6.9;0;Color;PG;USA;English
2249;124.0;19661987.0;20000000;7.5;0;Color;R;USA;English
2250;148.0;18352454.0;15000000;8.2;76000;Color;R;USA;English
2251;108.0;17803796.0;20000000;5.9;484;Color;PG-13;USA;English
2252;95.0;17529157.0;20000000;5.0;25000;Color;R;France;English
2253;108.0;25753840.0;19000000;7.3;12000;Color;R;USA;English
2254;68.0;18081626.0;20000000;6.4;264;Color;G;USA;English
2255;103.0;17518220.0;20000000;6.6;0;Color;PG-13;USA;English
2256;99.0;17104669.0;20000000;7.8;0;Color;R;HongKong;Cantonese
2258;88.0;16988996.0;35000000;4.0;422;Color;G;USA;English
2259;128.0;15797907.0;20000000;7.6;0;Color;PG-13;USA;Dari
2260;124.0;16248701.0;20000000;7.7;0;Color;R;USA;English
2261;84.0;15712072.0;20000000;5.8;269;Color;PG-13;USA;English
2262;122.0;191449475.0;37000000;5.2;19000;Color;PG-13;USA;English
2263;101.0;15408822.0;20000000;5.6;401;Color;PG-13;USA;English
2264;98.0;15464026.0;20000000;5.3;1000;Color;PG-13;USA;English
2266;225.0;8000000.0;20000000;6.6;1000;Color;G;USA;English
2268;88.0;14174654.0;25000000;1.9;0;Color;PG-13;USA;English
2269;88.0;15988876.0;27000000;5.7;0;Color;PG-13;USA;English
2270;94.0;13801755.0;20000000;6.6;0;Color;PG;USA;English
2271;117.0;13987482.0;20000000;6.0;0;Color;R;USA;English
2272;95.0;14291570.0;20000000;6.1;10000;Color;PG-13;France;English
2273;99.0;12181484.0;40000000;4.8;713;Color;PG-13;USA;English
2274;96.0;13630226.0;20000000;6.2;0;Color;R;USA;English
2275;98.0;13383737.0;20000000;7.5;979;Color;R;USA;English
2276;123.0;13391174.0;20000000;6.3;0;Color;PG;USA;English
2277;101.0;12987647.0;30000000;7.1;983;Color;R;UK;English
2278;102.0;12469811.0;22000000;6.6;0;Color;R;USA;English
2279;94.0;12398628.0;20000000;6.1;977;BlackandWhite;R;USA;English
2280;102.0;13214030.0;20000000;6.7;0;Color;PG-13;USA;English
2281;108.0;12232937.0;22000000;5.6;0;Color;PG-13;USA;English
2282;116.0;12134420.0;20000000;7.2;25000;Color;R;UK;English
2283;93.0;11784000.0;20000000;4.3;444;Color;PG;USA;English
2284;102.0;11169531.0;20000000;6.4;0;Color;PG-13;UK;English
2285;103.0;11034436.0;20000000;7.1;0;Color;R;UK;English
2286;115.0;12626905.0;20000000;6.3;0;Color;R;USA;English
2287;96.0;10569071.0;20000000;7.4;0;Color;R;USA;English
2288;98.0;10544143.0;20000000;6.1;311;Color;PG-13;Australia;English
2289;101.0;13650738.0;20000000;6.6;25000;Color;R;USA;English
2290;106.0;10555348.0;20000000;6.0;855;Color;PG-13;USA;English
2291;101.0;9714482.0;20000000;6.8;0;Color;R;USA;English
2292;87.0;8579684.0;9000000;7.4;0;Color;R;USA;English
2293;111.0;9525276.0;20000000;6.8;0;Color;R;USA;English
2294;99.0;8855646.0;21000000;7.2;10000;Color;PG-13;USA;English
2295;88.0;9109322.0;20000000;1.9;0;Color;PG;Germany;English
2296;83.0;8326035.0;33000000;5.5;676;Color;PG-13;Germany;English
2297;91.0;8104069.0;20000000;4.5;233;Color;PG-13;USA;English
2298;108.0;8054280.0;20000000;6.3;924;Color;PG-13;USA;English
2300;148.0;8093318.0;20000000;6.7;18000;Color;R;USA;English
2301;77.0;7382993.0;20000000;2.8;346;Color;G;USA;English
2302;110.0;8888355.0;20000000;5.0;0;Color;PG-13;USA;English
2304;83.0;7001720.0;12000000;4.3;797;Color;PG-13;USA;English
2305;107.0;7268659.0;20000000;5.6;48000;Color;R;Russia;English
2306;100.0;6852144.0;22000000;6.2;0;Color;PG-13;Canada;English
2307;87.0;6563357.0;20000000;5.3;847;Color;R;USA;English
2308;154.0;6201757.0;10000000;7.4;608;Color;R;UK;English
2310;99.0;5702083.0;15000000;6.5;36000;Color;R;UK;English
2311;100.0;5480996.0;8700000;7.1;0;Color;R;USA;English
2312;116.0;6002756.0;20000000;7.2;13000;Color;PG;USA;English
2313;94.0;5132655.0;20000000;2.3;1000;Color;R;Canada;English
2314;111.0;5205343.0;20000000;6.4;1000;Color;PG;USA;English
2315;100.0;5005883.0;20000000;6.1;0;Color;R;USA;English
2316;125.0;5749134.0;20000000;7.0;0;Color;R;USA;English
2318;119.0;4234040.0;20000000;7.0;0;Color;PG-13;USA;English
2319;135.0;4001121.0;20000000;7.0;0;BlackandWhite;R;USA;English
2320;93.0;3749061.0;20000000;4.9;0;Color;PG-13;USA;English
2321;114.0;3519627.0;20000000;6.9;0;Color;PG-13;USA;English
2322;124.0;3081925.0;21000000;7.5;13000;Color;R;USA;English
2324;114.0;2353728.0;20000000;6.9;235;BlackandWhite;PG-13;France;French
2325;124.0;2000000.0;20000000;4.5;1000;Color;PG;USA;English
2326;104.0;1900725.0;2000000;7.4;0;Color;R;Australia;English
2327;118.0;2246000.0;20000000;7.0;0;Color;PG;USA;English
2328;80.0;1646664.0;20000000;2.8;241;Color;R;USA;English
2329;107.0;1190018.0;20000000;7.5;20000;Color;R;USA;English
2330;125.0;1027749.0;40000000;7.1;1000;Color;R;Australia;English
2331;115.0;882710.0;24000000;6.4;401;Color;R;USA;English
2333;122.0;531009.0;10000000;5.3;0;Color;R;USA;English
2335;101.0;375474.0;20000000;6.2;445;Color;PG;USA;English
2337;107.0;305070.0;20000000;6.4;399;Color;R;USA;English
2340;107.0;1183354.0;20000000;5.1;0;Color;PG-13;USA;English
2341;100.0;121972.0;22000000;5.5;217;Color;R;USA;English
2343;110.0;263365.0;20000000;5.4;0;Color;PG-13;USA;English
2354;125.0;8047690.0;19400000;7.5;0;Color;PG-13;China;Mandarin
2355;184.0;476270.0;20000000;7.4;0;Color;R;Germany;German
2356;236.0;184208848.0;22000000;8.0;0;Color;PG-13;USA;English
2357;97.0;100292856.0;20000000;5.7;16000;Color;R;USA;English
2358;113.0;58571513.0;19000000;6.8;0;Color;R;USA;English
2359;95.0;51431160.0;20000000;5.9;0;Color;PG;USA;English
2360;103.0;103001286.0;15000000;7.2;11000;Color;R;USA;English
2361;91.0;41867960.0;20000000;5.5;0;Color;R;USA;English
2363;116.0;210609762.0;19000000;8.5;39000;Color;PG;USA;English
2364;93.0;40846082.0;19000000;5.6;0;Color;R;USA;English
2365;113.0;51697449.0;13000000;4.1;1000;Color;PG-13;USA;English
2367;101.0;27758465.0;19000000;6.1;0;Color;PG-13;USA;English
2368;95.0;56127162.0;18000000;5.4;0;Color;PG-13;USA;English
2369;109.0;1357042.0;15000000;7.1;14000;Color;R;Belgium;English
2371;85.0;15911333.0;19000000;3.6;663;Color;G;UK;English
2372;101.0;39103378.0;20000000;6.5;0;Color;R;USA;English
2373;125.0;10049886.0;19000000;8.6;28000;Color;PG;Japan;Japanese
2375;132.0;8600000.0;25000000;7.0;1000;Color;PG;UK;English
2376;131.0;21483154.0;19000000;7.6;53000;Color;PG-13;USA;English
2377;129.0;8396942.0;19000000;6.5;0;Color;R;USA;English
2378;100.0;12561.0;19000000;6.4;13000;Color;PG;USA;English
2380;97.0;6923891.0;23000000;6.3;0;Color;R;USA;English
2382;92.0;2119994.0;19000000;5.7;238;Color;G;USA;English
2383;116.0;1292527.0;19000000;6.3;228;Color;R;France;English
2385;90.0;64255243.0;19000000;6.0;0;Color;R;USA;English
2386;81.0;22245861.0;19000000;7.7;0;Color;R;USA;English
2387;97.0;20433940.0;15000000;6.2;0;BlackandWhite;R;Canada;English
2389;118.0;10562387.0;18500000;7.7;15000;Color;R;USA;English
2390;100.0;18439082.0;18500000;6.4;13000;Color;PG-13;USA;English
2391;97.0;150056505.0;18000000;6.4;21000;Color;R;USA;English
2392;114.0;119938730.0;18000000;6.9;0;Color;PG-13;USA;English
2393;130.0;114968774.0;18000000;7.3;0;Color;PG;USA;English
2394;82.0;128505958.0;18000000;7.3;0;Color;R;USA;English
2395;96.0;95001351.0;18000000;6.2;0;Color;PG-13;USA;English
2396;105.0;76400000.0;17000000;6.6;0;Color;PG;USA;English
2397;122.0;75072454.0;20000000;6.7;0;Color;PG-13;USA;English
2398;88.0;65535067.0;17000000;5.7;0;Color;R;USA;English
2399;110.0;13998282.0;16000000;3.1;31000;Color;PG-13;USA;English
2400;103.0;6061759.0;17000000;6.3;0;Color;PG-13;USA;English
2401;106.0;64955956.0;18000000;5.7;265;BlackandWhite;PG-13;USA;English
2402;98.0;60057639.0;18000000;7.1;10000;Color;R;USA;English
2403;68.0;53868030.0;17000000;7.0;0;Color;PG-13;USA;English
2404;94.0;59573085.0;18000000;6.1;19000;Color;PG-13;USA;English
2405;99.0;52691009.0;21000000;6.6;0;Color;PG;USA;English
2406;107.0;59735548.0;15000000;7.8;13000;Color;R;USA;English
2407;180.0;51600000.0;18000000;8.3;16000;Color;R;USA;English
2408;89.0;43818159.0;20000000;3.9;1000;Color;PG-13;USA;English
2409;97.0;86049418.0;17000000;7.0;0;Color;PG-13;USA;English
2410;113.0;43601508.0;18000000;6.7;0;Color;PG-13;USA;English
2411;131.0;41300105.0;19800000;7.3;0;Color;R;UK;English
2413;103.0;41382841.0;18000000;6.3;0;Color;PG-13;USA;English
2414;119.0;42335698.0;18000000;7.8;114000;Color;R;USA;English
2415;98.0;33404871.0;18000000;7.3;36000;Color;PG-13;USA;English
2416;111.0;31471430.0;15000000;7.6;0;Color;R;USA;English
2417;94.0;30222640.0;25000000;5.3;0;Color;PG-13;USA;English
2418;122.0;26830000.0;18000000;7.9;0;Color;R;USA;English
2419;81.0;26906039.0;18000000;5.3;588;Color;PG-13;USA;English
2420;89.0;21378000.0;1000000;6.8;7000;Color;R;USA;English
2421;106.0;43853424.0;18000000;7.1;15000;Color;PG;USA;English
2423;86.0;23993605.0;18000000;5.8;0;Color;R;USA;English
2424;103.0;26400000.0;18000000;5.8;2000;Color;PG;USA;English
2425;121.0;45250.0;18000000;8.3;0;BlackandWhite;R;USA;English
2426;109.0;22927390.0;18000000;5.6;0;Color;PG-13;USA;English
2427;109.0;4250320.0;18000000;6.8;0;Color;PG-13;USA;English
2428;123.0;22452209.0;18000000;5.0;0;Color;PG;USA;English
2429;94.0;18329466.0;18000000;7.6;63000;Color;R;USA;English
2430;94.0;17071230.0;18000000;6.7;812;Color;PG;USA;English
2431;115.0;17174870.0;18000000;6.7;0;Color;PG-13;USA;English
2432;107.0;26284475.0;17000000;5.7;0;Color;PG-13;USA;English
2433;91.0;16702864.0;18000000;5.2;591;Color;PG;USA;English
2434;125.0;15561627.0;18000000;7.5;0;Color;R;USA;English
2435;122.0;17750583.0;30000000;7.2;23000;Color;R;UK;English
2436;102.0;14793904.0;18000000;5.3;0;Color;PG-13;Canada;English
2437;90.0;15281286.0;18000000;6.5;0;Color;R;USA;English
2438;98.0;8000000.0;18000000;5.0;346;Color;PG;USA;English
2439;109.0;13491653.0;18000000;6.1;813;Color;R;USA;English
2441;90.0;10494494.0;18000000;4.4;4000;Color;PG-13;USA;English
2442;112.0;7837632.0;18000000;7.5;0;Color;R;USA;English
2443;94.0;15155772.0;18000000;5.7;3000;Color;PG-13;USA;English
2444;105.0;8508843.0;18000000;5.5;0;Color;PG;USA;English
2445;104.0;7739049.0;18000000;7.1;562;Color;R;Canada;English
2446;112.0;6734844.0;17000000;5.9;0;Color;R;USA;English
2447;108.0;6000000.0;18000000;6.7;0;Color;PG;USA;English
2448;112.0;6615578.0;13000000;7.0;0;Color;R;Germany;English
2449;127.0;5887457.0;18000000;7.9;0;BlackandWhite;R;USA;English
2450;111.0;13362308.0;18000000;6.9;0;Color;PG-13;USA;English
2451;126.0;5701643.0;20000000;7.3;0;Color;R;Russia;Mongolian
2452;114.0;5694401.0;18000000;7.3;12000;Color;R;UK;English
2453;99.0;5333658.0;20000000;3.5;0;Color;PG;USA;English
2454;150.0;4414535.0;18000000;7.8;0;Color;PG-13;UK;English
2456;112.0;3707794.0;18000000;6.7;0;Color;PG-13;Greece;English
2457;108.0;3203044.0;18000000;6.4;827;Color;R;USA;English
2458;116.0;4435083.0;18000000;7.1;18000;Color;R;Australia;English
2460;144.0;2222647.0;12000000;7.8;0;BlackandWhite;R;Germany;German
2462;93.0;3500000.0;2700000;5.9;0;Color;R;USA;English
2463;103.0;676698.0;18000000;7.2;2000;Color;R;USA;English
2468;121.0;229311.0;11350000;6.2;271;Color;R;Spain;English
2471;105.0;63260.0;14000000;6.7;0;Color;R;France;English
2475;119.0;121463226.0;20000000;7.6;0;Color;R;USA;English
2478;98.0;58006147.0;23000000;6.2;0;Color;PG-13;USA;English
2479;80.0;51053787.0;17500000;6.5;0;Color;PG;USA;English
2480;121.0;23472900.0;17500000;8.1;12000;Color;PG-13;UK;English
2481;94.0;39687528.0;24000000;6.3;0;Color;R;France;English
2482;93.0;7017178.0;17500000;4.4;0;Color;PG;USA;English
2484;116.0;325491.0;17500000;6.0;204;Color;R;USA;English
2485;101.0;96471845.0;17000000;7.6;20000;Color;PG-13;USA;English
2486;154.0;85200000.0;18500000;8.4;18000;Color;R;USA;English
2487;170.0;72000000.0;17000000;7.9;0;Color;Approved;USA;English
2488;99.0;72219395.0;17000000;5.6;0;Color;R;USA;English
2489;104.0;82389560.0;17000000;6.5;14000;Color;R;USA;English
2490;126.0;71502303.0;12000000;7.5;0;Color;R;USA;English
2491;110.0;19179969.0;17500000;6.3;0;Color;R;USA;English
2492;101.0;47000000.0;300000;7.9;12000;Color;R;USA;English
2493;80.0;84961.0;31000000;7.9;0;BlackandWhite;PG-13;China;Mandarin
2494;87.0;37566230.0;17000000;5.1;309;Color;PG;USA;English
2495;123.0;70492685.0;17000000;6.7;7000;Color;R;USA;English
2496;109.0;35635046.0;17000000;6.7;3000;Color;R;UK;English
2497;90.0;45670855.0;20000000;5.6;12000;Color;R;Canada;English
2498;96.0;37939782.0;17000000;5.6;2000;Color;R;USA;English
2499;125.0;172051787.0;170000000;6.8;30000;Color;PG;USA;English
2500;82.0;30324946.0;17000000;6.2;0;Color;PG-13;USA;English
2501;86.0;27854896.0;17000000;5.6;16000;Color;PG-13;USA;English
2502;108.0;41777564.0;15000000;6.4;0;Color;R;USA;English
2503;98.0;22734486.0;17000000;5.6;320;Color;PG-13;USA;English
2504;129.0;44469602.0;17000000;7.4;21000;Color;PG;USA;English
2507;112.0;64998368.0;17000000;7.2;36000;Color;PG-13;USA;English
2508;108.0;19693891.0;34000000;4.9;476;Color;PG-13;USA;English
2509;121.0;16311763.0;17000000;7.5;0;Color;R;UK;English
2510;89.0;12693621.0;17000000;4.8;814;Color;PG-13;USA;English
2511;89.0;15655665.0;4000000;3.1;110;Color;PG-13;USA;English
2512;73.0;11634458.0;17000000;5.8;339;Color;G;USA;English
2513;132.0;27154426.0;17000000;6.7;4000;Color;R;USA;English
2515;96.0;54239856.0;17000000;6.5;70000;Color;R;USA;English
2516;98.0;8662318.0;17000000;5.9;0;Color;PG-13;USA;English
2517;107.0;7156725.0;19000000;5.5;300;Color;PG-13;USA;English
2518;134.0;15681020.0;17000000;3.6;1000;Color;PG;UK;English
2520;122.0;6855137.0;17000000;7.4;0;Color;R;Germany;English
2522;97.0;2315683.0;17000000;3.0;154;Color;PG-13;UK;English
2523;110.0;39825798.0;16000000;7.6;15000;Color;PG-13;USA;English
2524;102.0;2000000.0;17000000;6.4;0;Color;PG;USA;English
2525;98.0;1569918.0;17000000;6.9;0;Color;R;Ireland;English
2527;160.0;273420.0;17000000;5.5;0;Color;R;France;English
2530;83.0;4930798.0;17000000;4.1;0;Color;PG-13;USA;English
2531;102.0;59847242.0;16500000;6.8;0;Color;PG-13;USA;English
